order_id,user_id,status,gender,created_at,returned_at,shipped_at,delivered_at,num_of_item,order_total,avg_item_price,unique_categories,unique_brands,order_month,order_year,order_day_of_week,days_to_ship,days_to_deliver,days_to_return
100807,80676,Returned,F,2025-06-02 19:07:09.375094+00:00,2025-06-05 09:40:09.375094+00:00,2025-06-02 22:55:09.375094+00:00,2025-06-03 21:36:09.375094+00:00,2,114.06000137329102,57.03000068664551,2,2,6,2025,2,0,1,3
59752,47873,Returned,M,2025-06-02 19:04:22.703613+00:00,2025-06-09 11:24:22.703613+00:00,2025-06-03 07:53:22.703613+00:00,2025-06-07 09:40:22.703613+00:00,3,88.93000221252441,29.64333407084147,3,3,6,2025,2,1,4,7
58084,46504,Shipped,F,2025-06-02 19:03:05.303544+00:00,,2025-06-03 05:16:05.303544+00:00,,1,70.0,70.0,1,1,6,2025,2,1,,
58085,46504,Complete,F,2025-06-02 19:03:05.303544+00:00,,2025-06-03 01:42:05.303544+00:00,2025-06-03 10:36:05.303544+00:00,1,38.0,38.0,1,1,6,2025,2,1,0,
103212,82627,Complete,F,2025-06-02 18:58:33.847808+00:00,,2025-06-05 03:09:33.847808+00:00,2025-06-05 10:18:33.847808+00:00,1,49.0,49.0,1,1,6,2025,2,3,0,
86121,69082,Cancelled,F,2025-06-02 18:57:43.613235+00:00,,,,1,12.0,12.0,1,1,6,2025,2,,,
83077,66653,Complete,F,2025-06-02 18:55:13.192657+00:00,,2025-06-03 22:43:13.192657+00:00,2025-06-04 05:43:13.192657+00:00,1,65.4000015258789,65.4000015258789,1,1,6,2025,2,1,1,
83076,66653,Cancelled,F,2025-06-02 18:55:13.192657+00:00,,,,1,12.0,12.0,1,1,6,2025,2,,,
112597,90297,Shipped,M,2025-06-02 18:46:11.285487+00:00,,2025-06-04 08:56:11.285487+00:00,,3,172.98999977111816,57.66333325703938,3,3,6,2025,2,2,,
72851,58406,Complete,M,2025-06-02 18:44:31.210177+00:00,,2025-06-03 23:50:31.210177+00:00,2025-06-04 02:31:31.210177+00:00,2,27.889999389648438,13.944999694824219,2,2,6,2025,2,1,1,
85365,68459,Complete,F,2025-06-02 18:34:35.791492+00:00,,2025-06-05 07:45:35.791492+00:00,2025-06-05 22:47:35.791492+00:00,1,34.95000076293945,34.95000076293945,1,1,6,2025,2,3,0,
69928,56061,Shipped,F,2025-06-02 18:30:02.572353+00:00,,2025-06-03 21:10:02.572353+00:00,,1,13.989999771118164,13.989999771118164,1,1,6,2025,2,1,,
8083,6557,Shipped,M,2025-06-02 18:24:06.437504+00:00,,2025-06-03 21:07:06.437504+00:00,,2,88.4900016784668,44.2450008392334,2,2,6,2025,2,1,,
44105,35303,Shipped,F,2025-06-02 18:23:36.845369+00:00,,2025-06-04 22:02:36.845369+00:00,,1,28.959999084472656,28.959999084472656,1,1,6,2025,2,2,,
18576,14945,Processing,M,2025-06-02 18:23:06.268056+00:00,,,,4,382.93999695777893,95.73499923944473,4,4,6,2025,2,,,
72465,58095,Complete,M,2025-06-02 18:18:27.381527+00:00,,2025-06-04 18:54:27.381527+00:00,2025-06-08 01:17:27.381527+00:00,1,14.989999771118164,14.989999771118164,1,1,6,2025,2,2,4,
37052,29680,Shipped,M,2025-06-02 18:18:23.902134+00:00,,2025-06-04 04:42:23.902134+00:00,,1,55.59999847412109,55.59999847412109,1,1,6,2025,2,2,,
37053,29680,Shipped,M,2025-06-02 18:18:23.902134+00:00,,2025-06-03 17:33:23.902134+00:00,,1,49.9900016784668,49.9900016784668,1,1,6,2025,2,1,,
25510,20482,Shipped,F,2025-06-02 18:18:20.547064+00:00,,2025-06-03 12:40:20.547064+00:00,,1,78.0,78.0,1,1,6,2025,2,1,,
109112,87418,Complete,M,2025-06-02 18:16:00+00:00,,2025-06-03 13:45:00+00:00,2025-06-07 08:52:00+00:00,1,139.99000549316406,139.99000549316406,1,1,6,2025,2,1,4,
114331,91688,Cancelled,F,2025-06-02 18:10:28.309575+00:00,,,,1,68.4800033569336,68.4800033569336,1,1,6,2025,2,,,
121152,97183,Complete,M,2025-06-02 18:04:37.335075+00:00,,2025-06-02 19:14:37.335075+00:00,2025-06-06 22:58:37.335075+00:00,1,21.25,21.25,1,1,6,2025,2,0,4,
121151,97183,Returned,M,2025-06-02 18:04:37.335075+00:00,2025-06-09 07:34:37.335075+00:00,2025-06-04 22:32:37.335075+00:00,2025-06-07 22:27:37.335075+00:00,1,9.0,9.0,1,1,6,2025,2,2,3,7
43205,34620,Processing,M,2025-06-02 17:54:27.906129+00:00,,,,1,10.170000076293944,10.170000076293944,1,1,6,2025,2,,,
24698,19838,Complete,M,2025-06-02 17:50:12.123364+00:00,,2025-06-04 19:35:12.123364+00:00,2025-06-09 15:39:12.123364+00:00,1,18.8799991607666,18.8799991607666,1,1,6,2025,2,2,5,
24697,19838,Shipped,M,2025-06-02 17:50:12.123364+00:00,,2025-06-04 08:44:12.123364+00:00,,1,39.880001068115234,39.880001068115234,1,1,6,2025,2,2,,
52790,42245,Cancelled,M,2025-06-02 17:48:09.160386+00:00,,,,1,165.0,165.0,1,1,6,2025,2,,,
30711,24587,Processing,M,2025-06-02 17:46:16.143327+00:00,,,,1,75.0,75.0,1,1,6,2025,2,,,
106618,85388,Complete,M,2025-06-02 17:35:09.441529+00:00,,2025-06-04 18:00:09.441529+00:00,2025-06-08 17:21:09.441529+00:00,1,19.989999771118164,19.989999771118164,1,1,6,2025,2,2,4,
106619,85388,Complete,M,2025-06-02 17:35:09.441529+00:00,,2025-06-04 01:31:09.441529+00:00,2025-06-08 19:06:09.441529+00:00,1,25.0,25.0,1,1,6,2025,2,2,4,
106617,85388,Complete,M,2025-06-02 17:35:09.441529+00:00,,2025-06-03 04:27:09.441529+00:00,2025-06-04 21:37:09.441529+00:00,3,53.84999942779541,17.949999809265137,2,3,6,2025,2,1,1,
10681,8615,Shipped,M,2025-06-02 17:33:37.847823+00:00,,2025-06-02 19:34:37.847823+00:00,,1,11.369999885559082,11.369999885559082,1,1,6,2025,2,0,,
10680,8615,Returned,M,2025-06-02 17:33:37.847823+00:00,2025-06-08 01:15:37.847823+00:00,2025-06-03 19:16:37.847823+00:00,2025-06-06 00:24:37.847823+00:00,1,139.99000549316406,139.99000549316406,1,1,6,2025,2,1,3,6
47457,37957,Complete,M,2025-06-02 17:29:11.690672+00:00,,2025-06-03 03:01:11.690672+00:00,2025-06-06 00:26:11.690672+00:00,1,41.25,41.25,1,1,6,2025,2,1,3,
47458,37957,Processing,M,2025-06-02 17:29:11.690672+00:00,,,,1,24.0,24.0,1,1,6,2025,2,,,
47456,37957,Shipped,M,2025-06-02 17:29:11.690672+00:00,,2025-06-04 03:02:11.690672+00:00,,1,19.0,19.0,1,1,6,2025,2,2,,
10062,8123,Processing,F,2025-06-02 17:27:30.130206+00:00,,,,1,10.029999732971191,10.029999732971191,1,1,6,2025,2,,,
10061,8123,Shipped,F,2025-06-02 17:27:30.130206+00:00,,2025-06-04 11:40:30.130206+00:00,,4,182.25000381469727,45.562500953674316,3,4,6,2025,2,2,,
100124,80134,Shipped,F,2025-06-02 17:20:02.662892+00:00,,2025-06-03 23:53:02.662892+00:00,,2,38.0,19.0,2,2,6,2025,2,1,,
100123,80134,Processing,F,2025-06-02 17:20:02.662892+00:00,,,,1,39.5,39.5,1,1,6,2025,2,,,
80250,64352,Complete,M,2025-06-02 17:18:44.760741+00:00,,2025-06-02 19:54:44.760741+00:00,2025-06-03 04:15:44.760741+00:00,1,499.989990234375,499.989990234375,1,1,6,2025,2,0,1,
43183,34600,Processing,M,2025-06-02 17:17:27.652735+00:00,,,,2,65.6500015258789,32.82500076293945,2,2,6,2025,2,,,
43184,34600,Shipped,M,2025-06-02 17:17:27.652735+00:00,,2025-06-05 08:41:27.652735+00:00,,1,8.989999771118164,8.989999771118164,1,1,6,2025,2,3,,
79526,63768,Complete,F,2025-06-02 17:16:37.483710+00:00,,2025-06-05 03:18:37.483710+00:00,2025-06-07 06:24:37.483710+00:00,1,18.989999771118164,18.989999771118164,1,1,6,2025,2,3,2,
79525,63768,Cancelled,F,2025-06-02 17:16:37.483710+00:00,,,,1,49.450000762939446,49.450000762939446,1,1,6,2025,2,,,
59993,48076,Shipped,F,2025-06-02 17:14:25.215456+00:00,,2025-06-03 14:29:25.215456+00:00,,1,58.0,58.0,1,1,6,2025,2,1,,
8931,7194,Shipped,M,2025-06-02 17:12:15.312372+00:00,,2025-06-04 11:29:15.312372+00:00,,1,26.76000022888184,26.76000022888184,1,1,6,2025,2,2,,
8932,7194,Complete,M,2025-06-02 17:12:15.312372+00:00,,2025-06-05 15:25:15.312372+00:00,2025-06-06 03:55:15.312372+00:00,1,109.98999786376952,109.98999786376952,1,1,6,2025,2,3,1,
53601,42895,Cancelled,F,2025-06-02 17:02:17.652328+00:00,,,,1,14.899999618530272,14.899999618530272,1,1,6,2025,2,,,
92936,74443,Shipped,M,2025-06-02 16:54:50.128887+00:00,,2025-06-02 21:05:50.128887+00:00,,1,14.989999771118164,14.989999771118164,1,1,6,2025,2,0,,
92935,74443,Returned,M,2025-06-02 16:54:50.128887+00:00,2025-06-08 17:06:50.128887+00:00,2025-06-04 20:54:50.128887+00:00,2025-06-07 17:13:50.128887+00:00,2,118.0,59.0,2,2,6,2025,2,2,3,6
45180,36165,Shipped,F,2025-06-02 16:50:47.759621+00:00,,2025-06-03 21:04:47.759621+00:00,,3,113.55000019073486,37.850000063578285,3,3,6,2025,2,1,,
115049,92271,Complete,F,2025-06-02 16:47:36.037242+00:00,,2025-06-04 05:52:36.037242+00:00,2025-06-08 20:11:36.037242+00:00,1,9.989999771118164,9.989999771118164,1,1,6,2025,2,2,4,
118522,95024,Cancelled,F,2025-06-02 16:46:10.926037+00:00,,,,2,191.31000137329102,95.65500068664551,2,2,6,2025,2,,,
115143,92347,Processing,M,2025-06-02 16:43:36.950980+00:00,,,,1,59.5,59.5,1,1,6,2025,2,,,
115141,92347,Shipped,M,2025-06-02 16:43:36.950980+00:00,,2025-06-04 13:46:36.950980+00:00,,2,58.579999923706055,29.289999961853027,2,2,6,2025,2,2,,
115142,92347,Shipped,M,2025-06-02 16:43:36.950980+00:00,,2025-06-03 08:27:36.950980+00:00,,1,59.9900016784668,59.9900016784668,1,1,6,2025,2,1,,
80955,64955,Shipped,F,2025-06-02 16:42:52.217913+00:00,,2025-06-04 20:03:52.217913+00:00,,3,285.98999977111816,95.32999992370605,3,3,6,2025,2,2,,
49229,39380,Shipped,F,2025-06-02 16:37:30.866705+00:00,,2025-06-05 03:27:30.866705+00:00,,1,31.0,31.0,1,1,6,2025,2,3,,
27587,22138,Shipped,M,2025-06-02 16:34:44.043090+00:00,,2025-06-05 14:09:44.043090+00:00,,1,204.94999694824216,204.94999694824216,1,1,6,2025,2,3,,
94066,75326,Cancelled,M,2025-06-02 16:33:01.345587+00:00,,,,1,98.0,98.0,1,1,6,2025,2,,,
121536,97465,Processing,M,2025-06-02 16:31:40.585136+00:00,,,,1,129.0,129.0,1,1,6,2025,2,,,
118582,95074,Processing,M,2025-06-02 16:25:00+00:00,,,,1,35.83000183105469,35.83000183105469,1,1,6,2025,2,,,
118583,95074,Shipped,M,2025-06-02 16:25:00+00:00,,2025-06-03 17:54:00+00:00,,2,69.0,34.5,2,2,6,2025,2,1,,
19245,15478,Shipped,M,2025-06-02 16:24:13.460702+00:00,,2025-06-04 08:43:13.460702+00:00,,1,12.989999771118164,12.989999771118164,1,1,6,2025,2,2,,
19244,15478,Processing,M,2025-06-02 16:24:13.460702+00:00,,,,1,24.989999771118164,24.989999771118164,1,1,6,2025,2,,,
82244,65962,Processing,F,2025-06-02 16:24:00+00:00,,,,2,57.0,28.5,2,2,6,2025,2,,,
96432,77197,Shipped,M,2025-06-02 16:19:25.445260+00:00,,2025-06-03 20:15:25.445260+00:00,,1,45.0,45.0,1,1,6,2025,2,1,,
21075,16977,Shipped,M,2025-06-02 16:13:32.802437+00:00,,2025-06-02 22:09:32.802437+00:00,,1,21.989999771118164,21.989999771118164,1,1,6,2025,2,0,,
21074,16977,Cancelled,M,2025-06-02 16:13:32.802437+00:00,,,,1,57.950000762939446,57.950000762939446,1,1,6,2025,2,,,
49825,39847,Complete,M,2025-06-02 16:12:37.251043+00:00,,2025-06-03 22:25:37.251043+00:00,2025-06-05 07:40:37.251043+00:00,1,19.5,19.5,1,1,6,2025,2,1,2,
49824,39847,Shipped,M,2025-06-02 16:12:37.251043+00:00,,2025-06-04 11:57:37.251043+00:00,,1,29.989999771118164,29.989999771118164,1,1,6,2025,2,2,,
72723,58291,Shipped,M,2025-06-02 16:11:29.716430+00:00,,2025-06-05 00:42:29.716430+00:00,,1,27.989999771118164,27.989999771118164,1,1,6,2025,2,3,,
58268,46666,Shipped,M,2025-06-02 16:10:07.439864+00:00,,2025-06-03 15:27:07.439864+00:00,,1,53.0,53.0,1,1,6,2025,2,1,,
17485,14089,Cancelled,F,2025-06-02 16:08:55.632656+00:00,,,,1,99.0,99.0,1,1,6,2025,2,,,
41224,33026,Shipped,M,2025-06-02 16:07:06.511238+00:00,,2025-06-05 09:04:06.511238+00:00,,2,129.5,64.75,2,2,6,2025,2,3,,
41223,33026,Processing,M,2025-06-02 16:07:06.511238+00:00,,,,2,155.2599983215332,77.6299991607666,2,2,6,2025,2,,,
41523,33269,Processing,M,2025-06-02 16:05:09.527445+00:00,,,,2,48.0,24.0,2,2,6,2025,2,,,
14272,11499,Processing,M,2025-06-02 16:04:20.272506+00:00,,,,1,35.95000076293945,35.95000076293945,1,1,6,2025,2,,,
14269,11499,Returned,M,2025-06-02 16:04:20.272506+00:00,2025-06-05 07:42:20.272506+00:00,2025-06-03 07:02:20.272506+00:00,2025-06-04 18:38:20.272506+00:00,1,58.970001220703125,58.970001220703125,1,1,6,2025,2,1,1,3
14270,11499,Shipped,M,2025-06-02 16:04:20.272506+00:00,,2025-06-04 15:04:20.272506+00:00,,4,283.5,70.875,4,4,6,2025,2,2,,
14271,11499,Shipped,M,2025-06-02 16:04:20.272506+00:00,,2025-06-05 07:48:20.272506+00:00,,3,245.99999618530273,81.99999872843425,3,3,6,2025,2,3,,
43642,34955,Processing,F,2025-06-02 16:03:32.243633+00:00,,,,1,168.0,168.0,1,1,6,2025,2,,,
21709,17461,Complete,M,2025-06-02 15:58:40.240706+00:00,,2025-06-03 10:13:40.240706+00:00,2025-06-06 04:49:40.240706+00:00,2,169.82000350952148,84.91000175476074,2,2,6,2025,2,1,3,
21708,17461,Returned,M,2025-06-02 15:58:40.240706+00:00,2025-06-11 03:06:40.240706+00:00,2025-06-04 10:30:40.240706+00:00,2025-06-08 09:38:40.240706+00:00,1,79.94999694824217,79.94999694824217,1,1,6,2025,2,2,4,9
21707,17461,Processing,M,2025-06-02 15:58:40.240706+00:00,,,,1,41.7400016784668,41.7400016784668,1,1,6,2025,2,,,
120723,96828,Returned,M,2025-06-02 15:57:00+00:00,2025-06-10 19:24:00+00:00,2025-06-04 08:26:00+00:00,2025-06-08 12:22:00+00:00,3,115.89999771118164,38.633332570393875,3,3,6,2025,2,2,4,8
115525,92634,Shipped,F,2025-06-02 15:56:40.456425+00:00,,2025-06-03 21:29:40.456425+00:00,,1,149.0,149.0,1,1,6,2025,2,1,,
115526,92634,Cancelled,F,2025-06-02 15:56:40.456425+00:00,,,,1,98.0,98.0,1,1,6,2025,2,,,
115524,92634,Complete,F,2025-06-02 15:56:40.456425+00:00,,2025-06-03 07:12:40.456425+00:00,2025-06-03 19:04:40.456425+00:00,4,228.42999649047852,57.10749912261963,4,4,6,2025,2,1,0,
90553,72525,Processing,F,2025-06-02 15:56:26.447601+00:00,,,,1,299.0,299.0,1,1,6,2025,2,,,
90552,72525,Processing,F,2025-06-02 15:56:26.447601+00:00,,,,1,12.090000152587892,12.090000152587892,1,1,6,2025,2,,,
30428,24364,Processing,M,2025-06-02 15:45:13.349941+00:00,,,,1,25.0,25.0,1,1,6,2025,2,,,
30427,24364,Processing,M,2025-06-02 15:45:13.349941+00:00,,,,1,84.63999938964845,84.63999938964845,1,1,6,2025,2,,,
30429,24364,Shipped,M,2025-06-02 15:45:13.349941+00:00,,2025-06-04 12:45:13.349941+00:00,,1,119.0,119.0,1,1,6,2025,2,2,,
30426,24364,Shipped,M,2025-06-02 15:45:13.349941+00:00,,2025-06-05 03:46:13.349941+00:00,,2,203.5,101.75,2,2,6,2025,2,3,,
42041,33687,Complete,M,2025-06-02 15:44:14.927626+00:00,,2025-06-05 09:27:14.927626+00:00,2025-06-05 15:17:14.927626+00:00,2,65.64000129699707,32.820000648498535,2,2,6,2025,2,3,0,
4215,3436,Shipped,F,2025-06-02 15:41:22.460080+00:00,,2025-06-04 00:50:22.460080+00:00,,1,24.5,24.5,1,1,6,2025,2,2,,
74870,60023,Returned,M,2025-06-02 15:40:50.926234+00:00,2025-06-09 09:30:50.926234+00:00,2025-06-05 10:41:50.926234+00:00,2025-06-06 22:35:50.926234+00:00,1,74.98999786376953,74.98999786376953,1,1,6,2025,2,3,1,7
68620,55033,Cancelled,M,2025-06-02 15:39:49.942698+00:00,,,,1,60.0,60.0,1,1,6,2025,2,,,
68619,55033,Complete,M,2025-06-02 15:39:49.942698+00:00,,2025-06-04 12:40:49.942698+00:00,2025-06-07 13:40:49.942698+00:00,2,88.9799976348877,44.48999881744385,2,2,6,2025,2,2,3,
45653,36532,Complete,F,2025-06-02 15:36:52.520004+00:00,,2025-06-04 01:28:52.520004+00:00,2025-06-08 22:57:52.520004+00:00,1,64.5,64.5,1,1,6,2025,2,2,4,
7708,6247,Shipped,F,2025-06-02 15:36:02.246372+00:00,,2025-06-05 04:11:02.246372+00:00,,1,25.0,25.0,1,1,6,2025,2,3,,
7706,6247,Complete,F,2025-06-02 15:36:02.246372+00:00,,2025-06-03 03:53:02.246372+00:00,2025-06-06 08:47:02.246372+00:00,1,56.709999084472656,56.709999084472656,1,1,6,2025,2,1,3,
7705,6247,Returned,F,2025-06-02 15:36:02.246372+00:00,2025-06-09 05:29:02.246372+00:00,2025-06-03 04:29:02.246372+00:00,2025-06-06 18:02:02.246372+00:00,1,229.0,229.0,1,1,6,2025,2,1,3,7
7707,6247,Shipped,F,2025-06-02 15:36:02.246372+00:00,,2025-06-03 18:11:02.246372+00:00,,1,308.0,308.0,1,1,6,2025,2,1,,
11531,9303,Processing,M,2025-06-02 15:32:47.096703+00:00,,,,1,165.0,165.0,1,1,6,2025,2,,,
11530,9303,Complete,M,2025-06-02 15:32:47.096703+00:00,,2025-06-04 15:44:47.096703+00:00,2025-06-05 21:20:47.096703+00:00,2,154.97999572753906,77.48999786376953,2,2,6,2025,2,2,1,
40142,32158,Cancelled,F,2025-06-02 15:31:55.134220+00:00,,,,1,24.989999771118164,24.989999771118164,1,1,6,2025,2,,,
36664,29367,Cancelled,F,2025-06-02 15:30:19.639085+00:00,,,,1,59.9900016784668,59.9900016784668,1,1,6,2025,2,,,
51009,40786,Returned,F,2025-06-02 15:22:49.506255+00:00,2025-06-09 09:07:49.506255+00:00,2025-06-04 12:15:49.506255+00:00,2025-06-08 23:36:49.506255+00:00,2,179.98999786376953,89.99499893188477,2,2,6,2025,2,2,4,7
96916,77598,Processing,M,2025-06-02 15:18:30.653333+00:00,,,,1,27.0,27.0,1,1,6,2025,2,,,
30408,24346,Processing,M,2025-06-02 15:13:13.090904+00:00,,,,4,84.21999931335449,21.054999828338623,3,4,6,2025,2,,,
117353,94109,Processing,F,2025-06-02 15:07:59.197853+00:00,,,,1,12.0,12.0,1,1,6,2025,2,,,
117352,94109,Complete,F,2025-06-02 15:07:59.197853+00:00,,2025-06-04 22:09:59.197853+00:00,2025-06-08 00:30:59.197853+00:00,1,26.989999771118164,26.989999771118164,1,1,6,2025,2,2,4,
59399,47582,Returned,M,2025-06-02 15:01:19.121766+00:00,2025-06-05 02:46:19.121766+00:00,2025-06-04 13:01:19.121766+00:00,2025-06-05 00:05:19.121766+00:00,1,149.97999572753906,149.97999572753906,1,1,6,2025,2,2,1,3
59398,47582,Processing,M,2025-06-02 15:01:19.121766+00:00,,,,1,59.5,59.5,1,1,6,2025,2,,,
54292,43451,Processing,F,2025-06-02 15:00:24.966387+00:00,,,,1,29.989999771118164,29.989999771118164,1,1,6,2025,2,,,
54290,43451,Processing,F,2025-06-02 15:00:24.966387+00:00,,,,1,35.0,35.0,1,1,6,2025,2,,,
54291,43451,Processing,F,2025-06-02 15:00:24.966387+00:00,,,,1,45.0,45.0,1,1,6,2025,2,,,
54293,43451,Complete,F,2025-06-02 15:00:24.966387+00:00,,2025-06-03 12:52:24.966387+00:00,2025-06-05 08:42:24.966387+00:00,2,98.0,49.0,2,2,6,2025,2,1,2,
83221,66765,Shipped,F,2025-06-02 14:57:14.651510+00:00,,2025-06-05 03:22:14.651510+00:00,,1,14.949999809265137,14.949999809265137,1,1,6,2025,2,3,,
35547,28480,Shipped,F,2025-06-02 14:54:07.977974+00:00,,2025-06-03 00:08:07.977974+00:00,,1,44.0,44.0,1,1,6,2025,2,1,,
89450,71632,Shipped,F,2025-06-02 14:51:15.503617+00:00,,2025-06-03 10:06:15.503617+00:00,,1,114.98999786376952,114.98999786376952,1,1,6,2025,2,1,,
122911,98537,Shipped,M,2025-06-02 14:50:53.554799+00:00,,2025-06-04 21:49:53.554799+00:00,,2,73.95000076293945,36.97500038146973,2,2,6,2025,2,2,,
100505,80450,Returned,F,2025-06-02 14:45:06.529008+00:00,2025-06-07 07:49:06.529008+00:00,2025-06-03 23:15:06.529008+00:00,2025-06-05 03:43:06.529008+00:00,1,26.989999771118164,26.989999771118164,1,1,6,2025,2,1,2,5
116540,93453,Returned,M,2025-06-02 14:44:50.865603+00:00,2025-06-08 20:25:50.865603+00:00,2025-06-04 16:05:50.865603+00:00,2025-06-05 23:40:50.865603+00:00,1,12.090000152587892,12.090000152587892,1,1,6,2025,2,2,1,6
120432,96575,Cancelled,F,2025-06-02 14:44:29.883266+00:00,,,,1,35.0,35.0,1,1,6,2025,2,,,
47906,38309,Returned,M,2025-06-02 14:40:16.494420+00:00,2025-06-10 06:54:16.494420+00:00,2025-06-04 00:39:16.494420+00:00,2025-06-08 14:16:16.494420+00:00,2,115.0,57.5,2,2,6,2025,2,2,4,8
47905,38309,Returned,M,2025-06-02 14:40:16.494420+00:00,2025-06-06 08:34:16.494420+00:00,2025-06-03 04:50:16.494420+00:00,2025-06-04 14:04:16.494420+00:00,1,88.0,88.0,1,1,6,2025,2,1,1,4
53982,43201,Complete,F,2025-06-02 14:33:21.582625+00:00,,2025-06-03 05:09:21.582625+00:00,2025-06-06 18:20:21.582625+00:00,1,36.0,36.0,1,1,6,2025,2,1,3,
53981,43201,Shipped,F,2025-06-02 14:33:21.582625+00:00,,2025-06-04 11:32:21.582625+00:00,,1,19.989999771118164,19.989999771118164,1,1,6,2025,2,2,,
53983,43201,Shipped,F,2025-06-02 14:33:21.582625+00:00,,2025-06-03 05:31:21.582625+00:00,,2,22.859999656677246,11.429999828338623,2,2,6,2025,2,1,,
67365,54040,Returned,M,2025-06-02 14:30:37.910066+00:00,2025-06-07 16:56:37.910066+00:00,2025-06-04 08:24:37.910066+00:00,2025-06-07 01:55:37.910066+00:00,2,110.02000045776367,55.010000228881836,2,2,6,2025,2,2,3,5
15274,12321,Complete,F,2025-06-02 14:30:31.365668+00:00,,2025-06-03 00:20:31.365668+00:00,2025-06-07 10:26:31.365668+00:00,2,28.979999542236328,14.489999771118164,2,2,6,2025,2,1,4,
15275,12321,Shipped,F,2025-06-02 14:30:31.365668+00:00,,2025-06-04 12:07:31.365668+00:00,,1,32.9900016784668,32.9900016784668,1,1,6,2025,2,2,,
15273,12321,Complete,F,2025-06-02 14:30:31.365668+00:00,,2025-06-02 20:26:31.365668+00:00,2025-06-03 01:27:31.365668+00:00,1,15.0,15.0,1,1,6,2025,2,0,1,
56347,45135,Shipped,M,2025-06-02 14:26:47.276729+00:00,,2025-06-03 05:48:47.276729+00:00,,4,113.69000244140625,28.422500610351562,4,4,6,2025,2,1,,
106920,85633,Processing,F,2025-06-02 14:26:00+00:00,,,,3,81.0,27.0,2,3,6,2025,2,,,
106919,85633,Cancelled,F,2025-06-02 14:26:00+00:00,,,,1,40.720001220703125,40.720001220703125,1,1,6,2025,2,,,
42908,34373,Processing,M,2025-06-02 14:20:24.469070+00:00,,,,1,26.170000076293945,26.170000076293945,1,1,6,2025,2,,,
42909,34373,Processing,M,2025-06-02 14:20:24.469070+00:00,,,,1,33.95000076293945,33.95000076293945,1,1,6,2025,2,,,
42907,34373,Shipped,M,2025-06-02 14:20:24.469070+00:00,,2025-06-04 09:34:24.469070+00:00,,1,59.5,59.5,1,1,6,2025,2,2,,
42910,34373,Cancelled,M,2025-06-02 14:20:24.469070+00:00,,,,1,12.479999542236328,12.479999542236328,1,1,6,2025,2,,,
11472,9252,Cancelled,F,2025-06-02 14:11:46.382204+00:00,,,,1,21.950000762939453,21.950000762939453,1,1,6,2025,2,,,
11471,9252,Shipped,F,2025-06-02 14:11:46.382204+00:00,,2025-06-04 08:09:46.382204+00:00,,1,136.1699981689453,136.1699981689453,1,1,6,2025,2,2,,
30645,24534,Processing,M,2025-06-02 14:05:15.443118+00:00,,,,1,77.98999786376953,77.98999786376953,1,1,6,2025,2,,,
80789,64806,Processing,F,2025-06-02 14:01:50.528260+00:00,,,,1,52.0,52.0,1,1,6,2025,2,,,
18984,15271,Complete,M,2025-06-02 13:59:00+00:00,,2025-06-02 16:33:00+00:00,2025-06-03 04:09:00+00:00,2,48.94000053405762,24.47000026702881,2,2,6,2025,2,0,1,
