product_id,name,category,brand,department,cost,retail_price,sku,profit,total_inventory_items,sold_items,avg_inventory_cost,first_inventory_date,last_sale_date
22264,World's Most Comfortable Wool-blend Pants / Plain Light Gray Cuffed,Pants,Orvis,Men,59.59800012758933,129.0,6830BFBDB545D5F230744B3CCE1F44C6,69.40199987241067,45,16,59.6,2020-02-27 07:04:59+00:00,2025-05-17 09:44:46+00:00
24187,Caterpillar Men's Insulated Twill Jacket,Outerwear & Coats,Caterpillar,Men,24.200000073760748,55.0,B2769AB71109C3634B3115937DEAA34A,30.799999926239252,41,16,24.2,2019-11-13 18:34:51+00:00,2025-06-01 15:33:02.851391+00:00
18777,Ibex Men's Shak Lite 1/2 Zip Jacket,Active,Ibex,Men,52.92000012472272,135.0,76FDCA9CD791ACCE9582BB354B48E608,82.07999987527728,46,16,52.92,2020-03-25 06:07:00+00:00,2025-05-28 04:20:57+00:00
24736,Reebok Men's 6 Pair Cotton Crew Sock,Socks,Reebok,Men,11.628000028431416,18.0,94BF09AE05420A2CAD375B2F167AD3E8,6.371999971568584,41,16,11.63,2020-01-25 09:16:00+00:00,2025-06-03 10:28:05.965620+00:00
16993,Alo Men's Short Sleeve Bamboo Blend T-Shirt. M1070,Tops & Tees,alo Sport,Men,14.620700427006184,24.950000762939453,C5F31ECF4111F3BBFA2B36F851379D6E,10.329300335933269,45,16,14.62,2020-05-04 02:43:49+00:00,2025-05-18 07:22:05+00:00
16446,Van Huesen Men's Wrinkle Free Poplin Solid Short Sleeve Shirt,Tops & Tees,Van Heusen,Men,23.31999994814396,40.0,78DB6952EA0B5735358DC979D3C26030,16.68000005185604,41,16,23.32,2020-02-25 15:15:00+00:00,2025-06-01 09:19:52.847739+00:00
7866,Allegra K Women Stand Collar Long Sleeve Autumn Short Overcoat Blazer Gray XS,Blazers & Jackets,Allegra K,Women,10.26496017877102,29.840000152587887,1963BD5135521D623F6C29E6B1174975,19.575039973816867,45,16,10.26,2019-08-25 07:21:00+00:00,2025-04-29 12:10:25+00:00
20967,Joe's Jeans Men's Martin Classic Fit Jean,Jeans,Joe's Jeans,Men,71.48399989306927,138.0,99A03297CD334305EEB21E19BF0AD056,66.51600010693073,43,16,71.48,2020-05-27 01:42:00+00:00,2025-05-19 11:42:44+00:00
22355,Matix Mike Mo Stretch Cord Pant - Men's,Pants,Matix,Men,30.02715047836155,62.950000762939446,BB599065939E9A6595B44FE628D6C31B,32.9228502845779,47,16,30.03,2020-05-06 18:03:00+00:00,2025-06-01 08:07:14+00:00
26365,Hanes ComfortSoft Dyed V-Neck T Shirt (4-Pack),Underwear,Hanes,Men,10.833000016515143,23.0,105F777347C73908A23CBF0DE0C33D3B,12.166999983484857,43,16,10.83,2020-03-04 12:51:00+00:00,2025-05-21 08:37:52+00:00
17636,TapouT Men's Logo Type Pullover Fashion Hoodie,Fashion Hoodies & Sweatshirts,TapouT,Men,21.276000067591667,36.0,5460F9517DA5575F9B99BACA6B56628E,14.723999932408333,42,15,21.28,2019-08-03 05:22:03+00:00,2025-05-02 11:34:14+00:00
27896,Volcom Men's Ingelater Board Short,Swim,Volcom,Men,38.02050013653934,59.5,EF986F30FAB2FC38B8D7BE268B2B1DCA,21.47949986346066,39,15,38.02,2020-04-29 06:12:34+00:00,2025-05-07 07:02:09+00:00
17134,Armani Exchange Long Sleeve Pima Hoody,Fashion Hoodies & Sweatshirts,A:X Armani Exchange,Men,14.8400000333786,28.0,B5CDA4DD4E87E6B77A676FC545F325DD,13.1599999666214,40,15,14.84,2020-04-28 21:13:44+00:00,2025-03-16 04:53:39+00:00
19668,Long Sleeve Quarter Zip Pullover,Sweaters,Kirkland Signature,Men,9.462739889258742,17.989999771118164,97C62A533E5FE5FFBBE8D57BE31B7063,8.527259881859422,35,15,9.46,2020-03-16 04:07:00+00:00,2025-05-29 04:57:03.096816+00:00
18353,Dickies Men's Everyday Utility Scrub Pants,Active,Dickies,Men,10.972079936137495,27.989999771118164,A62F1A3185F18D39A7B823F94DDEA28A,17.017919834980667,40,15,10.97,2020-01-13 07:24:32+00:00,2025-05-31 12:13:47.078032+00:00
16775,Wrangler Men's Sport Western Snap Shirt,Tops & Tees,Wrangler,Men,15.924689863269627,29.989999771118164,D7CE5233D2702B91FBBE0CF16B19F573,14.065309907848537,41,15,15.92,2020-01-29 01:16:00+00:00,2025-05-30 10:06:36+00:00
28558,Ray-Ban ORB8307 Aviator Sunglasses,Accessories,Ray-Ban,Men,64.17929732365562,159.64999389648438,3BBB55BC5148F3DEF11DAE1432BF7321,95.47069657282876,35,15,64.18,2020-02-11 02:36:00+00:00,2025-05-17 11:46:01+00:00
15591,Anne Klein Women's Multi Stripe Cashmere Crew,Plus,Anne Klein,Women,8.145000021904707,15.0,23CCC3A27687BB9C79F1EBC0EEB15BBD,6.854999978095293,36,15,8.15,2020-02-01 05:26:00+00:00,2025-05-06 15:39:39+00:00
28473,Scala Wool Tweed Ivy Scally Cap Chocolate Brown Herringbone Winter Fitted Flat Hat,Accessories,Headchange,Men,7.780500272277741,19.950000762939453,F0A562E5E7A47735E4C278BCCFB89ADD,12.169500490661711,44,15,7.78,2020-04-22 13:56:00+00:00,2025-06-03 10:08:10+00:00
19855,Allegra K Mens Fashion Simple Design Two Pockets Front Two Buttons Long Sleeve Blazer Gray S,Suits & Sport Coats,Allegra K,Men,6.939100132265686,16.100000381469727,7209D3DA552F73FBB3AF2A1803153C92,9.16090024920404,39,15,6.94,2020-02-27 01:37:00+00:00,2025-05-01 11:13:48+00:00
23152,Oneill Men's Delta Walkshort,Shorts,O'Neill,Men,26.878500072285533,49.5,76C2F1B4A1F0BFBBFF4A4789D9D82630,22.621499927714467,42,15,26.88,2020-03-19 02:03:00+00:00,2025-06-02 22:24:26+00:00
23208,Wolverine Men's Mechanic,Shorts,Wolverine,Men,21.67200000816956,43.0,A79EB1040B0EA4B55F7F436D6A3D0444,21.32799999183044,44,15,21.67,2020-01-17 05:25:00+00:00,2025-06-02 09:56:21+00:00
16246,YogaColors Emoticon Unisex Baby Thermal Long Sleeve Henley T457,Tops & Tees,YogaColors,Men,8.346779878617525,15.989999771118164,F00CA20F88EF7D8E844F1CEB79FA99E4,7.643219892500639,48,15,8.35,2020-03-23 11:51:00+00:00,2025-05-30 06:43:02+00:00
28904,Fashion Plaid Ivy Cap - Blue W10S69F,Accessories,MG,Men,6.7957498848550015,15.989999771118164,0EBD0B8B51EB0D0062065A7657486C8E,9.194249886263162,39,15,6.8,2020-03-16 17:32:00+00:00,2025-05-13 16:24:53+00:00
27554,Speedo Men's Team Collection Power Sprint Endurance Jammer Swimsuit,Swim,Speedo,Men,29.016000106930733,52.0,7500F543D4D00B34ABC82287370D1B5D,22.983999893069267,41,15,29.02,2019-12-08 22:09:15+00:00,2025-05-30 08:06:17+00:00
8132,Nine West Romantic Solstice Pant Suit,Suits,Nine West,Women,74.54079930153934,122.59999847412108,8677065F187E98D8BEACDC700E49F6EF,48.05919917258174,39,15,74.54,2020-01-28 01:11:00+00:00,2025-05-30 06:51:43+00:00
531,Plus Size Sexy WHITE O-Ring Necklace Sleeveless Top,Tops & Tees,eVogues Apparel,Women,17.06430981792748,29.989999771118164,0FCBC61ACD0479DC77E3CCCC0F5FFCA7,12.925689953190684,42,15,17.06,2020-03-03 03:30:00+00:00,2025-05-30 00:59:56+00:00
19469,Michael Kors Men's Waffle Stitch Full Zip With Mock Neck,Sweaters,Michael Kors,Men,97.94295334671364,185.8500061035156,0138FA79ED7CC7113E031E4AC11BD26A,87.90705275680196,41,15,97.94,2020-03-11 17:07:00+00:00,2025-05-26 17:06:35+00:00
23469,Original Penguin Men's Zip Fly Short,Shorts,Original Penguin,Men,34.707000001799315,69.0,F7C914BFC66B8F75F0272C63D8BE3BAA,34.292999998200685,44,15,34.71,2020-01-21 17:48:00+00:00,2025-05-08 11:03:10+00:00
28840,Leather Cover Passport Holder Travel Wallet with Logo Available in Different Colors,Accessories,Gem Avenue,Men,5.095749889325351,11.989999771118164,FE5E746F078FB13928D9558651397BE2,6.894249881792813,36,15,5.1,2020-03-21 15:51:00+00:00,2025-01-20 05:34:10+00:00
17302,Harley-Davidson Bagram Courage Hooded Fleece Mens,Fashion Hoodies & Sweatshirts,Harley-Davidson,Men,26.73975033005327,52.950000762939446,A41C706749E45F3720D5943351717FA3,26.210250432886177,40,15,26.74,2020-02-07 10:34:26+00:00,2025-02-23 06:55:55+00:00
4376,Not Your Daughter's Jeans Women's Martie Straight Leg,Jeans,Not Your Daughter's Jeans,Women,51.84199991822243,98.0,789A283923884FB1C9598F796581A39D,46.15800008177757,39,15,51.84,2020-06-02 07:53:00+00:00,2025-05-26 00:52:37+00:00
22461,Red Kap Men's Cotton Work Pant 100% Cotton 8.5oz Preshrunk Twill,Pants,Red Kap,Men,11.681790299269409,26.61000061035156,C182DC5C90DC87DFEE9CD309C33F19B3,14.92821031108215,47,15,11.68,2020-05-12 06:27:00+00:00,2025-05-31 00:04:33+00:00
18857,IZOD Men's Shaker Chest Stripe Sweater,Sweaters,IZOD,Men,21.77279960985184,44.799999237060554,187454FEB4E9673FC480AF53B49C5494,23.027199627208713,41,15,21.77,2020-01-18 10:59:00+00:00,2025-06-02 15:24:47.276148+00:00
17634,Allegra K Mens Thumb Hole Design Trimed Long Sleeve Stylish Sport Hoodie Dark Gray S,Fashion Hoodies & Sweatshirts,Allegra K,Men,12.026279550629928,21.6299991607666,A2EC35C98A4E9F66F3FB3416A1995762,9.603719610136674,45,15,12.03,2020-01-23 18:46:00+00:00,2025-06-01 01:41:36.221892+00:00
18885,Van Heusen Men's Cardigan,Sweaters,Van Heusen,Men,14.944000005722046,32.0,4360AAD4B6737E02E0DFA46AAD3F100C,17.055999994277954,36,15,14.94,2020-01-16 14:40:00+00:00,2025-06-01 15:02:45.232300+00:00
8921,Fruit of the Loom Women's 6-Pack Crew Socks,Socks & Hosiery,Fruit of the Loom,Women,4.359999969601631,10.0,6101903146E4BBF4999C449D78441606,5.640000030398369,40,15,4.36,2020-01-16 08:34:00+00:00,2025-06-04 15:45:57+00:00
11950,Women's Adorable Flower Thong and Long Nighty Babydoll Lingerie Pajama Set,Intimates,Jolie,Women,7.456669868989773,13.989999771118164,3D816B6235B7F8751305F990BDB8C887,6.533329902128391,40,15,7.46,2020-02-20 23:33:22+00:00,2025-05-28 09:25:57.196281+00:00
23027,Burnside Men's Downcast Burnside Solid Chino Short,Shorts,Burnside,Men,17.063999980688095,36.0,DF03AF942339BF722676FD2F752F2A1F,18.936000019311905,44,15,17.06,2019-11-14 07:48:34+00:00,2025-05-29 08:36:14.861418+00:00
23832,Kenneth Cole Men's Kennedy Raincoat,Outerwear & Coats,Kenneth Cole,Men,84.7740001808852,199.0,D5C59C68680CA73714E8192C86CBE178,114.2259998191148,39,15,84.77,2019-02-04 13:25:15+00:00,2025-05-18 09:43:57+00:00
28546,Nautica Men's Milled Passcase Wallet,Accessories,Nautica,Men,8.495749880384654,19.989999771118164,B685ED5A90E50A5DA1EE68DA44AB612C,11.49424989073351,44,15,8.5,2020-02-17 07:55:00+00:00,2025-05-27 20:58:57.657428+00:00
18933,Smartwool Capitol Peak V-Neck - Men's,Sweaters,SmartWool,Men,53.90000008046627,100.0,72CF9F34D50B0CA0B2ED6D41ACA54A3A,46.09999991953373,41,15,53.9,2020-02-18 14:33:05+00:00,2025-05-15 13:46:26+00:00
16334,Carhartt Men's Big-Tall Chamois Long Sleeve Shirt,Tops & Tees,Carhartt,Men,37.67099811384082,64.94999694824219,78229647B82D30C5A193E6B01B2306F5,27.27899883440137,41,15,37.67,2020-02-20 05:04:00+00:00,2025-05-30 17:36:30+00:00
20774,Wrangler Rugged Wear Men's Carpenter Jean,Jeans,Wrangler,Men,30.456000063568357,54.0,C478E3E969526EC51B21A73D17658C5D,23.543999936431643,43,15,30.46,2019-12-17 18:29:43+00:00,2025-05-16 00:22:20+00:00
6542,KUT from the Kloth Women's 5 Pocket Bermuda Short,Shorts,KUT from the Kloth,Women,12.94999998062849,25.0,F56D8183992B6C54C92C16A8519A6E2B,12.05000001937151,46,15,12.95,2020-02-03 12:08:00+00:00,2025-05-02 13:42:37+00:00
6027,Pink Lipstick Sleek And Shiny Pink Leggings - Black - M/L,Leggings,Pink Lipstick,Women,6.882259880056381,11.989999771118164,30F48CD3C7E73511070B95EE0A884C23,5.107739891061783,41,15,6.88,2019-07-08 23:13:33+00:00,2025-05-22 03:56:53+00:00
20134,Ralph Lauren Mens Solid Tan Weave Sport Coat Jacket,Suits & Sport Coats,Ralph Lauren,Men,47.03607893820488,119.98999786376952,6DD04912B9CDEBB7C4E5F58A067358ED,72.95391892556464,42,15,47.04,2019-11-13 07:05:55+00:00,2025-05-31 16:45:26+00:00
21160,Grand River Stretch Blue Jean,Jeans,Grand River,Men,31.282019675667883,56.97999954223633,3EB81A0FF05D44147F7B43D1577423D0,25.697979866568446,38,15,31.28,2020-02-02 04:25:43+00:00,2025-01-29 12:12:41+00:00
18748,Menâ€™s Tottenham Hotspur 1882 T-Shirt Tops by Under Armour,Active,Under Armour,Men,10.845659956149904,24.989999771118164,B8E4BEFBB79FA488A203763D887EDB18,14.14433981496826,39,15,10.85,2020-01-10 16:48:00+00:00,2025-06-02 12:31:58+00:00
17447,Hurley Men's One Track Fleece Jacket,Fashion Hoodies & Sweatshirts,Hurley,Men,39.26750002847984,69.5,CC0C490AAB832307F9CD2EBAD8FA114E,30.232499971520163,39,15,39.27,2020-01-07 09:07:22+00:00,2025-05-16 05:26:33+00:00
18390,ExOfficio Men's Exo Dri Long Sleeve Crew,Active,ExOfficio,Men,22.80000001192093,50.0,55E5884874635CE401CADC130EBFF061,27.19999998807907,38,15,22.8,2020-02-08 05:14:00+00:00,2025-05-27 22:16:54+00:00
22471,Corcini Men's Performance Flat Front Pant,Pants,Corcini,Men,41.03543908923905,89.98999786376953,990B1B9FEA9280D08DDA7A8969839DF0,48.95455877453048,43,15,41.04,2020-06-06 18:31:00+00:00,2025-04-29 21:56:22+00:00
15209,PEZ D'OR Women's Maternity Cottage Garden Maillot,Maternity,PEZ Candy,Women,25.0690000616014,53.0,60DFD04289ECF518443E02289A0CD633,27.9309999383986,44,15,25.07,2020-02-12 05:26:00+00:00,2025-05-29 12:48:54+00:00
21415,Antique Rivet Men's Don Jean,Jeans,Antique Rivet,Men,21.18359914650172,38.09999847412109,1E915F881507BDE3FBDAFA3C2087CF69,16.916399327619366,44,15,21.18,2020-02-22 07:46:00+00:00,2025-05-29 12:38:25+00:00
14933,Motherhood Maternity: Indigo Blue Secret Fit Belly(r) Cuffed Maternity Crop Jeans,Maternity,Motherhood Maternity,Women,20.06107985850617,44.97999954223633,8D8875E24E23D69F253A077F447ED7C3,24.91891968373016,40,15,20.06,2020-03-05 16:53:00+00:00,2025-05-23 18:06:19+00:00
26668,Bottoms Out Men's Flannel Drawstring Sleep Pant,Sleep & Lounge,Bottoms Out,Men,11.024999991059303,25.0,B68E8A73610D9AEEEF7B5A2BFFFBCB7F,13.975000008940697,41,15,11.02,2020-04-07 15:23:00+00:00,2025-05-27 06:30:41+00:00
20501,Classy Men's White Stripe Tone on Tone Vest Tie and Hanky 3 Piece Set,Suits & Sport Coats,King Formal Wear,Men,7.356319855600894,19.989999771118164,DEB65ABA94010F86959E5F2FCD90DA51,12.63367991551727,44,15,7.36,2020-01-07 12:07:00+00:00,2025-06-01 15:42:36.077985+00:00
19061,4 Ply Shephe Men's Turtleneck Cashmere Sweater,Sweaters,Shephe,Men,120.87199993431568,232.0,07662ABF6D1635F05215D0614A1B6329,111.12800006568432,37,15,120.87,2019-04-05 13:10:55+00:00,2025-03-13 15:59:07+00:00
27681,Quiksilver Waterman Men's Tropics Boardshorts,Swim,Quiksilver,Men,39.32500008959323,65.0,8DAF9808509694B39AC7AD3B3BDA71F3,25.67499991040677,37,14,39.33,2020-02-04 01:15:00+00:00,2025-05-20 23:28:27+00:00
17178,Dickies Men's Full Zip Fleece Hoodie,Fashion Hoodies & Sweatshirts,Dickies,Men,16.570819856651426,31.989999771118164,3529A865A419051ED56A6E7421C6F794,15.419179914466739,38,14,16.57,2020-05-10 13:02:00+00:00,2025-05-24 08:27:34+00:00
23906,Arcteryx Beta SL Jacket - Men's,Outerwear & Coats,Arc'teryx,Men,114.39000056125224,279.0,735FBA15CD27A45A0489108C2A2A70E9,164.60999943874776,42,14,114.39,2019-06-05 04:31:26+00:00,2025-05-08 21:28:56+00:00
18051,Carhartt Men's Thermal-Lined Hooded Zip-Front Sweatshirt,Active,Carhartt,Men,36.4516592593567,83.98999786376953,DD5F1FD8442D4BA6B35DD13C9DB44343,47.53833860441283,36,14,36.45,2020-01-10 16:55:33+00:00,2025-04-28 01:43:09+00:00
348,Little Convertible Dress or Skirt 8 Different Looks Made in USA Sizes S M or L,Tops & Tees,Elan,Women,23.834040884762103,39.9900016784668,01386BD6D8E091C2AB4C7C7DE644D37B,16.155960793704693,37,14,23.83,2020-07-24 14:57:00+00:00,2025-05-22 13:18:28+00:00
24804,2(x)ist Men's Rugby Stripe Weekender Boot Socks,Socks,2(x)ist,Men,8.708000019192694,14.0,3041372C228449ADA7C295D940697A3A,5.291999980807306,34,14,8.71,2019-05-09 11:08:48+00:00,2025-05-11 15:16:57+00:00
16732,Hanes 482L HN Adult Performace Long Sleeve Tee,Tops & Tees,Hanes,Men,11.69999998062849,20.0,A19EA80272498982151686C2A8A81385,8.30000001937151,41,14,11.7,2020-01-08 13:08:00+00:00,2025-04-26 10:04:48+00:00
15947,Wool Fashion French Beret Black,Plus,Private Island,Women,4.604189790208535,9.1899995803833,BC02850CEEC640422E0CD11A6A4B827E,4.585809790174766,33,14,4.6,2020-01-19 03:41:00+00:00,2025-05-23 05:55:13+00:00
2230,Lucky Brand Jeans Women's Rose Print Full Zip Up Hoodie Black 7WD7339-LBK,Fashion Hoodies & Sweatshirts,Lucky Brand,Women,33.86239970037937,76.95999908447266,329E6581EFBC90BD92A1F22C4BA2103D,43.097599384093286,37,14,33.86,2020-11-07 11:46:54+00:00,2025-06-06 12:36:10.400844+00:00
24649,Champion Men's 6-pack quarter sock,Socks,Champion,Men,9.45200002938509,17.0,A60C71BD110EBC4D6916E16B8CA24FDA,7.54799997061491,34,14,9.45,2020-09-15 10:48:45+00:00,2025-03-09 11:57:23+00:00
19200,LRG Core Collection V-Neck Sweater - Men's,Sweaters,LRG,Men,35.32800000719726,69.0,2DE3E2308ADF7C9E1DE8B6BE9371DAFB,33.67199999280274,35,14,35.33,2019-02-10 08:13:23+00:00,2025-06-03 23:54:48+00:00
28512,Timberland Commuter Bifold Wallet,Accessories,Timberland,Men,8.032640117481945,17.93000030517578,21A921F165298B0110B80821CC5BD761,9.897360187693836,36,14,8.03,2020-01-04 01:22:00+00:00,2025-05-22 15:16:34+00:00
28185,O'Neill Hyperfreak XT2 4-Way Stretch Boardshort - Gray,Swim,O'Neill,Men,60.09800016717054,99.5,CE737C887B558E8467DEDE8CA59029EB,39.40199983282946,35,14,60.1,2020-01-02 10:27:00+00:00,2025-06-02 07:36:09.110026+00:00
22395,Orvis Dress Chinos / Pleated Front Dark Olive Cuffed,Pants,Orvis,Men,85.7340000383556,198.0,A56FF1A378B80C51B65395011B05BD87,112.2659999616444,44,14,85.73,2020-04-05 15:56:00+00:00,2025-06-02 00:29:33.144197+00:00
18156,Darn Tough Vermont Men's Merino Wool Boot Full Cushion Socks,Active,Darn Tough,Men,17.920500410523267,45.950000762939446,2509E9380EB3623EF61046DCD190275D,28.02950035241618,40,14,17.92,2020-08-22 06:52:00+00:00,2025-06-02 11:42:45.326343+00:00
22811,Calvin Klein Sportswear Men's Washed Linen Short,Shorts,Calvin Klein,Men,34.263499984983355,69.5,BBF94D74DE13FCAF245901D4A69D129C,35.236500015016645,39,14,34.26,2020-03-01 18:53:00+00:00,2025-05-31 08:41:54.352881+00:00
23400,Match Men's Check Leisure Cargo Shorts #S3625,Shorts,Match,Men,19.47447082953036,42.9900016784668,70E57EB7C5B31448A55580C15B574D9C,23.515530848936436,41,14,19.47,2020-02-07 01:06:00+00:00,2025-05-31 11:24:32.801528+00:00
24360,WallsÂ® Frost - PrufÂ® Quilted Cooler Jacket,Outerwear & Coats,Walls,Men,20.935200869473817,47.58000183105469,9F8038B075D4A63D1835E671C2FF9B2E,26.64480096158087,33,14,20.94,2019-10-15 17:54:04+00:00,2025-06-02 06:27:07+00:00
18938,Tommy Hilfiger Mens Long Sleeve Pacific V-Neck Pullover Sweater,Sweaters,Tommy Hilfiger,Men,26.84463092517376,49.9900016784668,F7B0853A6FD3070DB89DD3674754D695,23.145370753293037,34,14,26.84,2020-02-11 12:49:00+00:00,2025-06-02 01:10:22.755331+00:00
20719,Riggs Workwear By Wrangler Men's Work Horse Jean,Jeans,Wrangler,Men,26.09420097686276,44.9900016784668,68F7706048943BB1314C6CF8E18A99E4,18.89580070160404,39,14,26.09,2020-04-13 08:40:00+00:00,2025-05-31 05:59:47.045384+00:00
24478,Carhartt Men's Extremes Cold Weather Boot Sock,Socks,Carhartt,Men,8.202599907179922,13.949999809265137,A633795CEBEE6473D1AAE96D5A28DF15,5.747399902085215,37,14,8.2,2020-04-12 20:37:28+00:00,2025-06-01 00:54:51.731655+00:00
17908,Supernatural Brothers Pullover Hoodie - Black,Fashion Hoodies & Sweatshirts,Football Fanatics,Men,29.942250457597897,53.950000762939446,71C5957954FED812A697AC98DA7905EC,24.00775030534155,36,14,29.94,2019-09-17 14:13:54+00:00,2025-06-01 17:06:27.404855+00:00
19367,Woolrich Men's First Fork Turtleneck,Sweaters,Woolrich,Men,18.805050835086774,37.9900016784668,BEB3EDA36D64806731FDAA64351FA7A0,19.184950843380022,36,14,18.81,2020-05-04 00:22:00+00:00,2025-05-31 00:35:45.522262+00:00
17921,Escape The Fate Barbwire Black Zip Hoodie Sweatshirt New Adult,Fashion Hoodies & Sweatshirts,Independent,Men,16.764409882780313,29.989999771118164,EBB859C7A465117F88B3CFD9D84BE9C0,13.22558988833785,39,14,16.76,2020-02-17 16:38:00+00:00,2025-05-31 03:05:51+00:00
27787,Kanu Surf Men's Molokai Rashguard Shirt,Swim,Kanu Surf,Men,14.550000056624413,25.0,CDBC545A1014F3811C62A7864F45D06B,10.449999943375587,42,14,14.55,2020-01-20 05:37:00+00:00,2025-06-01 09:28:21.970794+00:00
21585,Wrangler Men's George Strait Cowboy Cut Jean,Jeans,Wrangler,Men,22.86465027150735,46.950000762939446,FEB31E0AF2CA1EBDE5C5C4F73A57FEF8,24.085350491432095,37,14,22.86,2020-01-18 03:01:00+00:00,2025-05-29 01:01:51+00:00
